city,state_id,state_name,county_name,lat,lng,zips,status,date_completed
Coker,AL,Alabama,Tuscaloosa,33.2446,-87.6799,35452,,
Atkinson,IL,Illinois,Henry,41.4167,-90.0085,61235,,
Lakewood Village,TX,Texas,Denton,33.1377,-96.9751,75068,,
Farmington,PA,Pennsylvania,Fayette,39.81,-79.5623,15437,,
Waleska,GA,Georgia,Cherokee,34.3171,-84.5499,30183,,
Beavertown,PA,Pennsylvania,Snyder,40.7522,-77.1691,17813,,
Newellton,LA,Louisiana,Tensas,32.0723,-91.239,71357,,
Fort Gaines,GA,Georgia,Clay,31.6238,-85.0528,39851,,
Mantua,UT,Utah,Box Elder,41.5006,-111.9344,84324,,
Dortches,NC,North Carolina,Nash,36.0114,-77.8572,27809 27804,,
Five Points,NC,North Carolina,Hoke,35.0154,-79.3513,28376,,
Ellsworth,PA,Pennsylvania,Washington,40.1073,-80.0214,15331,,
Louise,TX,Texas,Wharton,29.1119,-96.4123,77455,,
Union Bridge,MD,Maryland,Carroll,39.5734,-77.1745,21791,,
Hargill,TX,Texas,Hidalgo,26.4423,-98.0146,78549,,
Twisp,WA,Washington,Okanogan,48.362,-120.1172,98856,,
Mertztown,PA,Pennsylvania,Berks,40.5033,-75.6674,19539,,
Coahoma,TX,Texas,Howard,32.2956,-101.3089,79511,,
Magnolia,OH,Ohio,Stark,40.653,-81.2928,44643,,
Sugar Notch,PA,Pennsylvania,Luzerne,41.1935,-75.9314,18706,,
Naalehu,HI,Hawaii,Hawaii,19.0698,-155.5751,96772,,
Norman Park,GA,Georgia,Colquitt,31.2692,-83.6843,31771,,
Rossville,TN,Tennessee,Fayette,35.0323,-89.5612,38066,,
Kenesaw,NE,Nebraska,Adams,40.6187,-98.6576,68956,,
Waynetown,IN,Indiana,Montgomery,40.088,-87.0655,47990,,
Mesa del Caballo,AZ,Arizona,Gila,34.286,-111.2952,85541,,
Swansea,SC,South Carolina,Lexington,33.7395,-81.1053,29160,,
Mendon,IL,Illinois,Adams,40.0892,-91.2858,62351,,
Blue Rapids,KS,Kansas,Marshall,39.6791,-96.6593,66411,,
Marlinton,WV,West Virginia,Pocahontas,38.2246,-80.0905,24954,,
Playa Fortuna,PR,Puerto Rico,Luquillo,18.3768,-65.7455,773,,
Fruitdale,CA,California,Santa Clara,37.3116,-121.9357,95128,,
Cerrillos Hoyos,PR,Puerto Rico,Ponce,18.0656,-66.5691,780,,
Calvert Beach,MD,Maryland,Calvert,38.4728,-76.4895,20685,,
Saugatuck,MI,Michigan,Allegan,42.6592,-86.2061,49453,,
Reynolds,GA,Georgia,Taylor,32.5609,-84.0943,31076,,
Troy,KS,Kansas,Doniphan,39.7846,-95.0936,66087,,
Sardis,GA,Georgia,Burke,32.9756,-81.7621,30456,,
Fort Chiswell,VA,Virginia,Wythe,36.9444,-80.9577,24382 24360,,
Lynnville,IN,Indiana,Warrick,38.1988,-87.3141,47619,,
Highland Hills,OH,Ohio,Cuyahoga,41.4507,-81.5191,44128 44122,,
La Honda,CA,California,San Mateo,37.3182,-122.2651,94020,,
Benjamin,UT,Utah,Utah,40.0945,-111.7387,84660 84651,,
Mammoth Spring,AR,Arkansas,Fulton,36.4924,-91.5413,72554,,
Scanlon,MN,Minnesota,Carlton,46.7066,-92.43,55720,,
La Center,KY,Kentucky,Ballard,37.075,-88.9748,42056,,
Dubois,WY,Wyoming,Fremont,43.5389,-109.6443,82513,,
Pleasantville,OH,Ohio,Fairfield,39.8098,-82.5224,43148,,
Gainesboro,TN,Tennessee,Jackson,36.3618,-85.6496,38562,,
Arendtsville,PA,Pennsylvania,Adams,39.9233,-77.2999,17307 17303,,
Preston,IA,Iowa,Jackson,42.0492,-90.3971,52069,,
Oak Creek,CO,Colorado,Routt,40.2741,-106.9575,80467,,
Bird Island,MN,Minnesota,Renville,44.7648,-94.8949,55310,,
West Brownsville,PA,Pennsylvania,Washington,40.0314,-79.8913,15417,,
Aurelia,IA,Iowa,Cherokee,42.7131,-95.4368,51005,,
Little Falls,ME,Maine,Cumberland,43.7312,-70.4301,04038 04082,,
Benton,WI,Wisconsin,Lafayette,42.57,-90.3834,53803,,
Roslyn,WA,Washington,Kittitas,47.2511,-121.099,98941 98068 98925,,
Parcelas Peñuelas,PR,Puerto Rico,Santa Isabel,18.0061,-66.3476,757,,
Butte Creek Canyon,CA,California,Butte,39.749,-121.6968,95954 95928,,
Minkler,CA,California,Fresno,36.7277,-119.4587,93657,,
Lakeside City,TX,Texas,Archer,33.8292,-98.5404,76308,,
Glasford,IL,Illinois,Peoria,40.5728,-89.8131,61533,,
Dunnavant,AL,Alabama,Shelby,33.5006,-86.538,35094 35176,,
Sequoyah,OK,Oklahoma,Rogers,36.3797,-95.5969,74017,,
Vaiden,MS,Mississippi,Carroll,33.3332,-89.7533,39176,,
Aquasco,MD,Maryland,Prince George's,38.5913,-76.7074,20608 20613,,
Ashland,MT,Montana,Rosebud,45.5977,-106.2975,59003 59004,,
Chicora,PA,Pennsylvania,Butler,40.9505,-79.74,16025,,
Underwood,IA,Iowa,Pottawattamie,41.3808,-95.682,51576,,
Southwest City,MO,Missouri,McDonald,36.5205,-94.6103,64863,,
Westminster,TX,Texas,Collin,33.3649,-96.4598,75409,,
Poncha Springs,CO,Colorado,Chaffee,38.514,-106.0944,81201 81242,,
Palmyra,IN,Indiana,Harrison,38.4082,-86.1086,47164,,
Linden,TN,Tennessee,Perry,35.6123,-87.8429,37096,,
Faison,NC,North Carolina,Duplin,35.1164,-78.1368,28341,,
Terramuggus,CT,Connecticut,Hartford,41.6342,-72.4692,6447,,
Germanton,NC,North Carolina,Forsyth,36.2587,-80.236,27019,,
White Deer,TX,Texas,Carson,35.4332,-101.1751,79097,,
Dolores,CO,Colorado,Montezuma,37.4741,-108.4999,81323,,
Maurertown,VA,Virginia,Shenandoah,38.9325,-78.4615,22644,,
Brook,IN,Indiana,Newton,40.8664,-87.3653,47922,,
Killen,AL,Alabama,Lauderdale,34.8607,-87.5269,35645,,
Ellicott,CO,Colorado,El Paso,38.8256,-104.3829,80808,,
Norwood Court,MO,Missouri,St. Louis,38.7141,-90.2895,63121,,
Ringling,OK,Oklahoma,Jefferson,34.1785,-97.5921,73456,,
Lake Kathryn,FL,Florida,Lake,29.0072,-81.4905,32767,,
Levan,UT,Utah,Juab,39.5562,-111.8608,84639,,
Startex,SC,South Carolina,Spartanburg,34.9309,-82.0941,29377 29385,,
Weleetka,OK,Oklahoma,Okfuskee,35.3428,-96.1353,74880,,
Belwood,NC,North Carolina,Cleveland,35.4794,-81.5227,28090,,
Buffalo City,WI,Wisconsin,Buffalo,44.2237,-91.8653,54622,,
Rafael Hernández,PR,Puerto Rico,Aguadilla,18.4718,-67.0787,603,,
Oakland,OR,Oregon,Douglas,43.4234,-123.2968,97462,,
Gowrie,IA,Iowa,Webster,42.2778,-94.2897,50543,,
Basye,VA,Virginia,Shenandoah,38.8181,-78.7659,22842 22810,,
Branchville,SC,South Carolina,Orangeburg,33.2516,-80.8161,29432,,
Watkins,MN,Minnesota,Meeker,45.3153,-94.412,55389,,
Coolidge,TX,Texas,Limestone,31.7514,-96.6524,76635,,
Swisher,IA,Iowa,Johnson,41.8442,-91.6938,52338,,
Hiller,PA,Pennsylvania,Fayette,40.0081,-79.9042,15444 15417,,
Magnolia,NC,North Carolina,Duplin,34.8963,-78.054,28453,,
Riley,KS,Kansas,Riley,39.299,-96.8276,66531,,
Avonmore,PA,Pennsylvania,Westmoreland,40.5272,-79.4694,15618,,
Nashwauk,MN,Minnesota,Itasca,47.3805,-93.1666,55769 55775,,
Milledgeville,IL,Illinois,Carroll,41.9637,-89.7748,61051,,
Mountain Gate,CA,California,Shasta,40.7184,-122.3262,96003,,
La Puebla,NM,New Mexico,Santa Fe,35.989,-105.9987,87567 87532,,
Tuscarora,PA,Pennsylvania,Schuylkill,40.7638,-76.0601,17925 17952 17982,,
Millersburg,IN,Indiana,Elkhart,41.5277,-85.6964,46543,,
Gore,OK,Oklahoma,Sequoyah,35.5417,-95.1129,74435,,
Hoagland,IN,Indiana,Allen,40.952,-84.9955,46745,,
New Tripoli,PA,Pennsylvania,Lehigh,40.6773,-75.7498,18066,,
Ramblewood,PA,Pennsylvania,Centre,40.7238,-77.9432,16865,,
Sam Rayburn,TX,Texas,Jasper,31.0789,-94.0266,75931,,
Seven Mile,AZ,Arizona,Navajo,33.7882,-109.9576,85941 85926,,
Stateline,NV,Nevada,Douglas,38.9678,-119.9439,89449,,
Cotter,AR,Arkansas,Baxter,36.2819,-92.5212,72635 72626,,
Onsted,MI,Michigan,Lenawee,42.0061,-84.1894,49265,,
Camp Hill,AL,Alabama,Tallapoosa,32.8002,-85.6536,36850,,
Bechtelsville,PA,Pennsylvania,Berks,40.3711,-75.6307,19505,,
Sheldon,IL,Illinois,Iroquois,40.771,-87.5657,60966,,
Stafford,KS,Kansas,Stafford,37.9624,-98.5995,67578,,
Vandiver,AL,Alabama,Shelby,33.4601,-86.5251,35147 35176,,
Triana,AL,Alabama,Madison,34.5904,-86.7418,35756,,
Silver City,NC,North Carolina,Hoke,34.9972,-79.2291,28376,,
Elm Creek,NE,Nebraska,Buffalo,40.7201,-99.3755,68836,,
Newport,OH,Ohio,Washington,39.3965,-81.2248,45768,,
Mansfield,IL,Illinois,Piatt,40.2123,-88.5082,61854,,
Hinton,IA,Iowa,Plymouth,42.6212,-96.2978,51024,,
Blue Mountain,MS,Mississippi,Tippah,34.6739,-89.0262,38610,,
Rose Valley,PA,Pennsylvania,Delaware,39.8948,-75.3852,19063 19086,,
Genoa,NE,Nebraska,Nance,41.4462,-97.7322,68640,,
Silver Ridge,NJ,New Jersey,Ocean,39.962,-74.2358,8757,,
Ferguson,KY,Kentucky,Pulaski,37.0629,-84.5922,42501 42533,,
Boonville,CA,California,Mendocino,39.0115,-123.374,95415,,
Sturgeon,MO,Missouri,Boone,39.2345,-92.2823,65284,,
Shenandoah Shores,VA,Virginia,Warren,38.9621,-78.1414,22630,,
Strawberry,AZ,Arizona,Gila,34.4018,-111.5002,85544,,
Russell Gardens,NY,New York,Nassau,40.7809,-73.7254,11021,,
West Pelzer,SC,South Carolina,Anderson,34.645,-82.4737,29669,,
Saegertown,PA,Pennsylvania,Crawford,41.7159,-80.1363,16433,,
Princeton,IA,Iowa,Scott,41.6744,-90.3573,52768,,
Lake Linden,MI,Michigan,Houghton,47.1939,-88.4054,49945,,
Timberlane,IL,Illinois,Boone,42.3372,-88.8694,61008 61065 61011,,
Bernville,PA,Pennsylvania,Berks,40.4334,-76.1107,19506,,
Buchanan Lake Village,TX,Texas,Llano,30.8565,-98.4378,78672,,
Golden Shores,AZ,Arizona,Mohave,34.7819,-114.4777,86440 86436,,
Collinwood,TN,Tennessee,Wayne,35.1745,-87.7441,38450,,
Plain Dealing,LA,Louisiana,Bossier,32.9074,-93.6992,71064,,
Drexel,MO,Missouri,Cass,38.5005,-94.6025,64742,,
Griswold,IA,Iowa,Cass,41.2343,-95.1392,51535,,
Wallace,CA,California,Calaveras,38.1978,-120.9586,95254,,
Carrollton,AL,Alabama,Pickens,33.2619,-88.0951,35447,,
Odebolt,IA,Iowa,Sac,42.3118,-95.2542,51458,,
Wayland,IA,Iowa,Henry,41.1484,-91.6575,52654,,
Crivitz,WI,Wisconsin,Marinette,45.2337,-88.0067,54114,,
Raymond,IL,Illinois,Montgomery,39.3198,-89.5747,62560,,
Bow Mar,CO,Colorado,Arapahoe,39.6253,-105.0511,80123,,
Zena,NY,New York,Ulster,42.0209,-74.0855,12401 12498,,
Goldsboro,PA,Pennsylvania,York,40.1544,-76.7516,17319,,
Ivyland,PA,Pennsylvania,Bucks,40.2083,-75.0733,18974,,
Pringle,PA,Pennsylvania,Luzerne,41.2773,-75.9014,18704 18709,,
Homeland,GA,Georgia,Charlton,30.8603,-82.0213,31537,,
Loma,CO,Colorado,Mesa,39.2075,-108.805,81524,,
Orlinda,TN,Tennessee,Robertson,36.5938,-86.7015,37141,,
Bloomfield,NE,Nebraska,Knox,42.5984,-97.6481,68718,,
Cottonwood,ID,Idaho,Idaho,46.051,-116.3497,83522,,
Parcelas Nuevas,PR,Puerto Rico,Cidra,18.14,-66.1702,739,,
Spiceland,IN,Indiana,Henry,39.8433,-85.4261,47385,,
South Canal,OH,Ohio,Trumbull,41.1759,-80.9864,44444,,
Medford,OK,Oklahoma,Grant,36.8037,-97.738,73759,,
Jeffersonville,GA,Georgia,Twiggs,32.6863,-83.3433,31044,,
Mansfield Center,CT,Connecticut,Tolland,41.7618,-72.1944,6250,,
Napanoch,NY,New York,Ulster,41.7514,-74.3729,12458 12489,,
McIntosh,NM,New Mexico,Torrance,34.8804,-106.0577,87032 87035 87016,,
Central Lake,MI,Michigan,Antrim,45.0691,-85.2613,49622,,
New Castle,KY,Kentucky,Henry,38.4334,-85.1689,40058 40050,,
Zia Pueblo,NM,New Mexico,Sandoval,35.52,-106.715,87053,,
Franklin Grove,IL,Illinois,Lee,41.8409,-89.3005,61031,,
Wenona,IL,Illinois,Marshall,41.0487,-89.0523,61377,,
Magas Arriba,PR,Puerto Rico,Guayanilla,18.0233,-66.7664,656,,
Dryden,MI,Michigan,Lapeer,42.9456,-83.124,48428,,
Camptown,VA,Virginia,Isle of Wight,36.6833,-76.8964,23851,,
Gwinner,ND,North Dakota,Sargent,46.2357,-97.6695,58040,,
Parrish,AL,Alabama,Walker,33.7323,-87.2802,35580,,
Hydro,OK,Oklahoma,Blaine,35.5482,-98.5792,73048,,
Wallace Ridge,LA,Louisiana,Catahoula,31.6849,-91.8321,71343,,
Borden,IN,Indiana,Clark,38.4699,-85.9491,47106,,
Mason,WV,West Virginia,Mason,39.0183,-82.0314,25260,,
Addyston,OH,Ohio,Hamilton,39.1371,-84.7104,45052 45002 45001,,
Cotton Valley,LA,Louisiana,Webster,32.8135,-93.4228,71018,,
Green River,UT,Utah,Emery,38.9935,-110.1723,84525,,
Carrizozo,NM,New Mexico,Lincoln,33.6433,-105.8411,88301,,
Trumbauersville,PA,Pennsylvania,Bucks,40.4132,-75.3801,18951 18970,,
Lamar,SC,South Carolina,Darlington,34.1695,-80.0649,29069,,
Hardin,TX,Texas,Liberty,30.1493,-94.7377,77575 77561,,
Farmersville,PA,Pennsylvania,Lancaster,40.1291,-76.1551,17522,,
Maysville,NC,North Carolina,Jones,34.907,-77.2323,28555,,
Grace,ID,Idaho,Caribou,42.5757,-111.7305,83241,,
Paint,PA,Pennsylvania,Somerset,40.2421,-78.8501,15963,,
Sister Bay,WI,Wisconsin,Door,45.1835,-87.1271,54234,,
Cannon Ball,ND,North Dakota,Sioux,46.3173,-100.6358,58528 58538,,
Santa Susana,CA,California,Ventura,34.258,-118.6662,93063,,
Lansing,IA,Iowa,Allamakee,43.3606,-91.2254,52151,,
Lake Bosworth,WA,Washington,Snohomish,48.0532,-121.9812,98290 98252,,
Miner,MO,Missouri,Scott,36.8973,-89.5353,63801,,
Utica,IN,Indiana,Clark,38.3381,-85.6558,47130,,
Walker,MN,Minnesota,Cass,47.0891,-94.5854,56484,,
Clarksville City,TX,Texas,Gregg,32.5329,-94.8946,75604 75647 75693,,
Elliott,MS,Mississippi,Grenada,33.6913,-89.7525,38925 38901,,
Burnsville,MS,Mississippi,Tishomingo,34.8348,-88.3178,38833,,
Talpa,NM,New Mexico,Taos,36.3421,-105.5923,87557 87571,,
Hondah,AZ,Arizona,Navajo,34.086,-109.915,85935 85930,,
Lynnview,KY,Kentucky,Jefferson,38.1791,-85.7112,40213,,
Brunswick,NC,North Carolina,Columbus,34.2879,-78.7084,28424 28472,,
Prentiss,MS,Mississippi,Jefferson Davis,31.5995,-89.8746,39474,,
Shellman,GA,Georgia,Randolph,31.7571,-84.6159,39886,,
Golden Beach,FL,Florida,Miami-Dade,25.966,-80.121,33160,,
Westphalia,MI,Michigan,Clinton,42.9303,-84.798,48894,,
Saybrook Manor,CT,Connecticut,Middlesex,41.2825,-72.4063,6475,,
Lake Quivira,KS,Kansas,Johnson,39.0388,-94.7688,66217,,
Grandfield,OK,Oklahoma,Tillman,34.2305,-98.6873,73546,,
Clarkrange,TN,Tennessee,Fentress,36.1857,-85.0096,38553,,
Le Roy,MN,Minnesota,Mower,43.5131,-92.5076,55951,,
Coldspring,TX,Texas,San Jacinto,30.5898,-95.1307,77331,,
Eden,WI,Wisconsin,Fond du Lac,43.6928,-88.3642,53019,,
White Sulphur Springs,MT,Montana,Meagher,46.5452,-110.9039,59645,,
Lake of the Woods,CA,California,Kern,34.8226,-119.0027,93225,,
Craigsville,VA,Virginia,Augusta,38.0838,-79.3853,24430,,
Naco,AZ,Arizona,Cochise,31.3431,-109.9336,85603 85620,,
Kiowa,KS,Kansas,Barber,37.0174,-98.4848,67070,,
Henning,TN,Tennessee,Lauderdale,35.682,-89.577,38041,,
Henderson,MN,Minnesota,Sibley,44.5278,-93.9091,56044,,
Palmas,PR,Puerto Rico,Arroyo,17.9878,-66.0254,00723 00714,,
Deer River,MN,Minnesota,Itasca,47.3409,-93.7961,56636,,
Crawford,NE,Nebraska,Dawes,42.6845,-103.416,69339,,
Hays,MT,Montana,Blaine,48.0104,-108.6606,59524 59527,,
Uniontown,KY,Kentucky,Union,37.7732,-87.9318,42461,,
Tilden,NE,Nebraska,Madison,42.0435,-97.8318,68781,,
Kaanapali,HI,Hawaii,Maui,20.9276,-156.6795,96761 96767,,
West Point,IA,Iowa,Lee,40.7145,-91.4527,52656,,
Liberty,UT,Utah,Weber,41.3426,-111.8649,84310,,
Cameron,AZ,Arizona,Coconino,35.8537,-111.4269,86020,,
Greens Landing,PA,Pennsylvania,Bradford,41.9312,-76.5403,18810,,
Hesperia,MI,Michigan,Oceana,43.5691,-86.0407,49421,,
Jupiter Island,FL,Florida,Martin,27.0451,-80.1101,33455,,
Battle Lake,MN,Minnesota,Otter Tail,46.2848,-95.7187,56515,,
Black Hammock,FL,Florida,Seminole,28.7107,-81.1801,32765,,
Linnell Camp,CA,California,Tulare,36.3089,-119.2225,93292,,
Owen,WI,Wisconsin,Clark,44.9485,-90.5621,54460 54498,,
Jonesville,VA,Virginia,Lee,36.6871,-83.1154,24263,,
Ellington,MO,Missouri,Reynolds,37.2365,-90.9733,63638,,
Poquott,NY,New York,Suffolk,40.9529,-73.0903,11733,,
Toomsuba,MS,Mississippi,Lauderdale,32.4267,-88.51,39364,,
Delta Junction,AK,Alaska,Southeast Fairbanks,64.0604,-145.7058,99737,,
Boston,VA,Virginia,Accomack,37.6039,-75.8437,23420,,
Hotchkiss,CO,Colorado,Delta,38.799,-107.7136,81419,,
Pine River,MN,Minnesota,Cass,46.7225,-94.3975,56474,,
Dagsboro,DE,Delaware,Sussex,38.5464,-75.2461,19939,,
Summerton,SC,South Carolina,Clarendon,33.6013,-80.3527,29148,,
Gun Club Estates,FL,Florida,Palm Beach,26.6753,-80.108,33406,,
Pettit,OK,Oklahoma,Cherokee,35.7656,-94.9692,74451,,
Chilchinbito,AZ,Arizona,Navajo,36.5027,-110.0512,86033,,
Stockertown,PA,Pennsylvania,Northampton,40.7548,-75.2628,18083 18040,,
Jolivue,VA,Virginia,Augusta,38.1149,-79.0668,24401,,
Point,TX,Texas,Rains,32.9301,-95.8689,75472,,
Foreman,AR,Arkansas,Little River,33.7198,-94.3979,71836,,
Allen,OK,Oklahoma,Pontotoc,34.8774,-96.413,74825,,
Blue Ridge,TX,Texas,Collin,33.298,-96.3994,75424,,
Big Point,MS,Mississippi,Jackson,30.5905,-88.4846,39562,,
Walnut Grove,TN,Tennessee,Sumner,36.489,-86.6057,37048,,
Hubbell,MI,Michigan,Houghton,47.177,-88.436,49934,,
Pleasant Hill,IL,Illinois,Pike,39.4432,-90.8729,62366,,
Millerton,NY,New York,Dutchess,41.9533,-73.5112,12546,,
Upper Bear Creek,CO,Colorado,Clear Creek,39.6318,-105.4154,80439,,
Pine Brook Hill,CO,Colorado,Boulder,40.0471,-105.3103,80304 80306,,
Vega,TX,Texas,Oldham,35.2456,-102.4262,79092,,
Wartburg,TN,Tennessee,Morgan,36.1038,-84.5859,37887,,
Old Fort,NC,North Carolina,McDowell,35.6305,-82.1777,28762,,
Alpine,WY,Wyoming,Lincoln,43.1631,-111.0196,83128,,
South Ashburnham,MA,Massachusetts,Worcester,42.6138,-71.9384,1430,,
Jamestown,IN,Indiana,Boone,39.9286,-86.626,46147,,
Beloit,OH,Ohio,Mahoning,40.9196,-80.9963,44609,,
Philipsburg,MT,Montana,Granite,46.3324,-113.296,59858,,
Fredericksburg,IA,Iowa,Chickasaw,42.9648,-92.1965,50630,,
Wyanet,IL,Illinois,Bureau,41.361,-89.5827,61379,,
Silver Lake,IN,Indiana,Kosciusko,41.0744,-85.8922,46982,,
Black Eagle,MT,Montana,Cascade,47.527,-111.267,59414,,
DeLand Southwest,FL,Florida,Volusia,29.0077,-81.3113,32720 32723,,
Fremont Hills,MO,Missouri,Christian,37.0645,-93.253,65714,,
Marine,IL,Illinois,Madison,38.7868,-89.7789,62061,,
Millville,PA,Pennsylvania,Columbia,41.1205,-76.5253,17846,,
Quinby,SC,South Carolina,Florence,34.2282,-79.7358,29506,,
Village of Clarkston,MI,Michigan,Oakland,42.7342,-83.4207,48346 48347,,
McClure,PA,Pennsylvania,Snyder,40.7078,-77.3107,17841,,
Wayne,OH,Ohio,Wood,41.301,-83.4717,43466,,
Blue River,CO,Colorado,Summit,39.4362,-106.035,80424,,
Appling,GA,Georgia,Columbia,33.5588,-82.3183,30802,,
North Enid,OK,Oklahoma,Garfield,36.4457,-97.8634,73701,,
Hallock,MN,Minnesota,Kittson,48.7659,-96.9427,56728,,
Minersville,UT,Utah,Beaver,38.2335,-112.9606,84752,,
Wakefield,KS,Kansas,Clay,39.2163,-97.0187,67487,,
Hopland,CA,California,Mendocino,38.9691,-123.1173,95449,,
Shabbona,IL,Illinois,DeKalb,41.7654,-88.8845,60550,,
Las Croabas,PR,Puerto Rico,Fajardo,18.3676,-65.6304,738,,
Valders,WI,Wisconsin,Manitowoc,44.0696,-87.8859,54245,,
Pomona Park,FL,Florida,Putnam,29.5015,-81.5936,32181,,
New Washington,OH,Ohio,Crawford,40.9604,-82.8547,44854,,
Glenwillow,OH,Ohio,Cuyahoga,41.3606,-81.4728,44139,,
Atwood,TN,Tennessee,Carroll,35.9747,-88.6689,38220,,
Percy,IL,Illinois,Randolph,38.0153,-89.6188,62272,,
Adelino,NM,New Mexico,Valencia,34.7066,-106.7302,87031,,
Woodville,MS,Mississippi,Wilkinson,31.1029,-91.2992,39669,,
Killbuck,OH,Ohio,Holmes,40.4961,-81.9825,44637,,
Necedah,WI,Wisconsin,Juneau,44.0234,-90.0717,54646,,
Garysburg,NC,North Carolina,Northampton,36.4479,-77.5603,27831,,
Helenwood,TN,Tennessee,Scott,36.4289,-84.5532,37755,,
Pound,VA,Virginia,Wise,37.126,-82.6071,24279,,
Elkhart,IA,Iowa,Polk,41.7939,-93.524,50073,,
Greenleaf,WI,Wisconsin,Brown,44.317,-88.0972,54126,,
New Bethlehem,PA,Pennsylvania,Clarion,41.0044,-79.3283,16242,,
Calmar,IA,Iowa,Winneshiek,43.1811,-91.8678,52132,,
Sharon,TN,Tennessee,Weakley,36.2349,-88.8252,38255,,
Spring Ridge,PA,Pennsylvania,Berks,40.3533,-75.9892,19610,,
Prices Fork,VA,Virginia,Montgomery,37.207,-80.4851,24060,,
Yeagertown,PA,Pennsylvania,Mifflin,40.6414,-77.5803,17099,,
Mahinahina,HI,Hawaii,Maui,20.9539,-156.6565,96761,,
Laurel,NE,Nebraska,Cedar,42.4301,-97.0986,68745,,
Grant,AL,Alabama,Marshall,34.5189,-86.2492,35747,,
Marvell,AR,Arkansas,Phillips,34.5563,-90.9153,72366,,
Red Cloud,NE,Nebraska,Webster,40.0864,-98.5222,68970,,
Waterloo,NE,Nebraska,Douglas,41.2856,-96.285,68069,,
Eldon,IA,Iowa,Wapello,40.9176,-92.2177,52554,,
Warrenville,SC,South Carolina,Aiken,33.5461,-81.799,29851,,
Marueño,PR,Puerto Rico,Ponce,18.0587,-66.6568,731,,
Langdon Place,KY,Kentucky,Jefferson,38.2865,-85.5849,40242 40241,,
Goshen,UT,Utah,Utah,39.951,-111.9008,84633,,
Komatke,AZ,Arizona,Maricopa,33.2953,-112.1615,85339,,
Bloomingburg,OH,Ohio,Fayette,39.6079,-83.3953,43106,,
Waynoka,OK,Oklahoma,Woods,36.5848,-98.8785,73860,,
Port Gamble Tribal Community,WA,Washington,Kitsap,47.8487,-122.5571,98346,,
Washington,LA,Louisiana,St. Landry,30.615,-92.0594,70589,,
Ivey,GA,Georgia,Wilkinson,32.9092,-83.2983,31031,,
Leland,IL,Illinois,LaSalle,41.616,-88.7982,60531,,
Beaumont,MS,Mississippi,Perry,31.1707,-88.9252,39423,,
Le Grand,IA,Iowa,Marshall,42.0067,-92.7749,50142,,
Fordoche,LA,Louisiana,Pointe Coupee,30.594,-91.6179,70732,,
Garberville,CA,California,Humboldt,40.1003,-123.7948,95542,,
Shiocton,WI,Wisconsin,Outagamie,44.4449,-88.5768,54170,,
Altoona,AL,Alabama,Etowah,34.031,-86.3181,35952,,
DeSales University,PA,Pennsylvania,Lehigh,40.5388,-75.3778,18034,,
Mesa Verde,CA,California,Riverside,33.5957,-114.7317,92225,,
Hilltop,OH,Ohio,Trumbull,41.1627,-80.7408,44437,,
Ponca,NE,Nebraska,Dixon,42.5648,-96.7097,68770,,
Mount Olive,MS,Mississippi,Covington,31.7539,-89.656,39119,,
Grawn,MI,Michigan,Grand Traverse,44.6611,-85.6881,49637,,
Lost City,OK,Oklahoma,Cherokee,36.0006,-95.1223,74441,,
Coleman,FL,Florida,Sumter,28.8013,-82.0699,33521 34785,,
Hiawassee,GA,Georgia,Towns,34.9494,-83.753,30546,,
Swayzee,IN,Indiana,Grant,40.5066,-85.8244,46986,,
Clay City,IL,Illinois,Clay,38.6858,-88.3486,62824,,
Wessington Springs,SD,South Dakota,Jerauld,44.0805,-98.5712,57382,,
Sherwood Shores,TX,Texas,Grayson,33.8478,-96.8147,76245,,
Garden Grove,FL,Florida,Hernando,28.4716,-82.4348,34604,,
Pearlington,MS,Mississippi,Hancock,30.2492,-89.6047,39572,,
Bloomville,OH,Ohio,Seneca,41.0514,-83.0137,44818,,
Perry,KS,Kansas,Jefferson,39.0731,-95.3866,66073,,
Centuria,WI,Wisconsin,Polk,45.4497,-92.5579,54824,,
Panacea,FL,Florida,Wakulla,30.0282,-84.3936,32346,,
Diamond,MO,Missouri,Newton,36.9969,-94.3152,64840,,
Tunnel Hill,GA,Georgia,Whitfield,34.8498,-85.0394,30755,,
Morrice,MI,Michigan,Shiawassee,42.8362,-84.1832,48857,,
Franklin,NE,Nebraska,Franklin,40.0966,-98.9514,68939,,
High Rolls,NM,New Mexico,Otero,32.9388,-105.8214,88325,,
Barker Ten Mile,NC,North Carolina,Robeson,34.6825,-78.9889,28358,,
Garden Plain,KS,Kansas,Sedgwick,37.663,-97.6789,67050,,
Old Field,NY,New York,Suffolk,40.9614,-73.1324,11733,,
Pinnacle,NC,North Carolina,Stokes,36.323,-80.4241,27043,,
Tellico Plains,TN,Tennessee,Monroe,35.3665,-84.2982,37385,,
Marshall,NC,North Carolina,Madison,35.7974,-82.6819,28753,,
Keystone,CO,Colorado,Summit,39.5901,-105.9383,80435,,
Port Royal,PA,Pennsylvania,Juniata,40.5338,-77.3895,17082,,
Puako,HI,Hawaii,Hawaii,19.9389,-155.8604,96738 96743,,
Ignacio,CO,Colorado,La Plata,37.1181,-107.6375,81137,,
Keosauqua,IA,Iowa,Van Buren,40.7347,-91.9605,52565,,
Osceola,MO,Missouri,St. Clair,38.0458,-93.6973,64776,,
Waynesburg,OH,Ohio,Stark,40.6682,-81.2598,44688,,
